Longitude (degrees), Latitude (degrees), Moho depth estimate (km)
14,49.5575402236381,35.5870585176403
14,49.6757343818154,34.5602936154265
14,49.9379776702712,30.863939967457
14,50.0561718284484,30.6585869870143
14,44.8359423820721,40.2345080068284
14,44.9984248302439,36.9723703572249
14,45.1834742851063,37.9761050186414
14,45.3121062232423,37.7251713532873
14,46.0297370360013,52.5302576091796
14,46.1583689741373,52.5302576091796
14,46.4923606731572,45.0097169713892
14,46.8923606731572,41.0097169713892
14,47.160344071197,44.7513139832023
14,47.9545068765798,39.7291984943179
14,48.3345818703329,38.0167522756758
14,48.4654273599856,38.189958878339
14,50.9149262589551,26.1408214172738
14,50.8059660193854,27.1675863194876
14,49.8123963772078,32.7121167914418
14,49.3894829049798,37.6405883220677
14,45.9394690092392,50.7737219517008
14.0176006745665,49.3,33.660684761671
14.1076160598202,48.6,36.8278193723439
14.1568896268814,47.9,38.4147509120268
14.2061109545138,47.2,42.3766131309687
14.3272268616439,45.1,43.1688175079582
14.3778651839959,47.9,35.2442527360803
14.4238028497564,49.3,32.0758559520888
14.4839650944006,47.2,40.7922043769896
14.4998775140653,45.8,34.4486839016019
14.5133018157757,50,34.4516281920937
14.5412401016379,46.5,36.8236054206289
14.5979565364054,45.1,45.5454306389269
14.6019616985238,44.4,46.339315238329
14.6416102037777,47.9,36.8295018240535
14.7423664130532,48.6,36.0347742154299
14.749498439494,45.8,32.8625935877739
14.7760681645379,47.2,37.6233868690313
14.8045660250391,45.1,36.8311824920418
14.8798895026011,49.3,32.8682703568799
14.9656187867241,43.7,45.1449895106227
14.9725321039602,44.4,47.1317296431201
14.976871643446,46.5,34.4413094861006
15,50.1208600992951,28.7032099819823
15,49.8313292868793,33.0933496339709
15,49.0232751104097,33.3860256107702
15,48.8758776059071,32.8006736571717
15,48.6863665286895,34.5567295179672
15,48.5600258105444,36.6054613555619
15,48.0704555277322,36.3127853787626
15,47.8730481556305,37.4834892859596
15,46.2117792044052,33.8416569381457
15,45.7817072877987,29.7958038806507
15,45.5379232067276,31.5400722484638
15,45.4022320672636,30.5171457197162
15,44.6530777215503,40.4906793750046
15,44.4086969444079,45.0938487543685
15,44.2557134640511,47.3954334440504
15,49.9945193811501,29.8739138891792
15,49.6944601755555,35.1420814715657
15,49.5523268676423,35.4347574483649
15,49.3075417262361,33.9713775643687
15,49.1654084183229,34.5567295179672
15,48.436317190694,36.3127853787626
15,48.2652308015392,35.7274334251642
15,47.7467074374854,33.6787015875694
15,47.6098383261616,32.5079976803725
15,47.4466482318908,34.8494054947664
15,47.2887223342095,36.8981373323611
15,46.9040340006542,35.376046731267
15,46.7200460149402,33.0744620415851
15,46.5866547252976,30.7728773519031
15,46.4394643367263,30.7728773519031
15,46.3175722961908,30.7728773519031
15,46.064588815834,33.8416569381457
15,45.9104988777985,30.5859253059588
15.0062513913635,45.8,30.4834581170318
15.0681712346752,45.1,32.870160607094
15.0752956998005,47.2,34.4545693610731
15.1334590244518,47.9,34.4516281920937
15.1726672975997,43.7,46.5572140638176
15.2053996653781,46.5,30.4708162618867
15.3200605547596,45.8,29.6904129601178
15.3958966304391,45.1,30.4935474761253
15.4471017506788,47.9,40
15.4813902119427,47.2,27.324729968167
15.4927559423612,49.3,30.4910271425065
15.5268893215434,48.6,36.0347742154299
15.5625494537475,45.8,27.3112774893758
15.6737507703258,45.1,28.9091387221462
15.7037185266827,47.9,40.7926245439866
15.7195877147254,46.5,30.4708162618867
15.7592443518294,47.2,27.324729968167
15.9033093524636,50,32.0737545601339
16,45.8588382157929,28.3351297174256
16,46.0032325392904,27.1394763826982
16,46.1261213252458,27.3102840019449
16,46.3073822845299,29.0183601944127
16,46.4041572034697,29.0183601944127
16,46.5316543188984,29.3599754329062
16,46.6637597638003,29.3599754329062
16,46.7697513416868,30.0432059098933
16,46.9187539946576,33.1177430563352
16,47.0324261216663,33.1177430563352
16,47.2997092311192,29.7015906713998
16,47.3949480402345,30.5556287676336
16,49.4057718356774,33.824576176221
16,49.7813593175838,33.3802844475061
16,49.9351903607051,36.2681806841531
16,50.2831297341718,31.8292875402927
16,50.442781597948,33.2494857227939
16,50.5736961262445,34.4921591324825
16,47.1706760058661,31.0680516253739
16,47.5138497858614,34.7131596336509
